"year","pdo","era","npgo","variable","value","variable_era","scale_x","system","ï..year"
1986,0.885,"1",-0.4553155771,"Nannobrachium1",1.16850110958289,"1Nannobrachium1",0.343549711115601,"Southern California Current",NA
1987,1.381,"1",-0.537648356,"Nannobrachium1",1.14540879424799,"1Nannobrachium1",0.293456799762588,"Southern California Current",NA
1988,1.56,"1",0.486616328,"Nannobrachium1",0.976153194804648,"1Nannobrachium1",-0.0737002226474874,"Southern California Current",NA
1989,0.308,"2",0.898568807,"Nannobrachium1",1.68589051298664,"2Nannobrachium1",1.46589457536239,"Southern California Current",NA
1990,-0.553,"2",0.506979064,"Nannobrachium1",1.5088343721099,"2Nannobrachium1",1.08181626009528,"Southern California Current",NA
1991,-1.015,"2",-0.395936969,"Nannobrachium1",1.38054311190024,"2Nannobrachium1",0.80352096437254,"Southern California Current",NA
1992,-0.633,"2",-0.52970458,"Nannobrachium1",1.9322391157468,"2Nannobrachium1",2.00028528244549,"Southern California Current",NA
1993,0.4,"2",-1.101862623,"Nannobrachium1",1.39700053222732,"2Nannobrachium1",0.839221156648096,"Southern California Current",NA
1994,0.737,"2",-2.0536766,"Nannobrachium1",1.87668708967394,"2Nannobrachium1",1.87977927526559,"Southern California Current",NA
1995,0.188,"2",-1.750743963,"Nannobrachium1",1.62838314917295,"2Nannobrachium1",1.34114695972114,"Southern California Current",NA
1996,-0.08,"2",-0.972205973,"Nannobrachium1",1.68847311228151,"2Nannobrachium1",1.47149686840499,"Southern California Current",NA
1997,0.345,"2",-0.872874358,"Nannobrachium1",1.62433862606017,"2Nannobrachium1",1.33237339436767,"Southern California Current",NA
1998,0.741,"2",-0.207043223,"Nannobrachium1",1.61215039028875,"2Nannobrachium1",1.30593411336908,"Southern California Current",NA
1999,0.392,"2",1.060346525,"Nannobrachium1",1.42939838413355,"2Nannobrachium1",0.909500065455221,"Southern California Current",NA
2000,-0.849,"2",1.48981569,"Nannobrachium1",0.809464719682294,"2Nannobrachium1",-0.435288521039271,"Southern California Current",NA
2001,-0.489,"2",2.04370374,"Nannobrachium1",0.910442723099403,"2Nannobrachium1",-0.216242396801882,"Southern California Current",NA
2002,-0.166,"2",2.21101428,"Nannobrachium1",1.02581182896409,"2Nannobrachium1",0.0340215680341573,"Southern California Current",NA
2003,0.597,"2",1.847202098,"Nannobrachium1",0.513177160937853,"2Nannobrachium1",-1.07800910578527,"Southern California Current",NA
2004,1.133,"2",1.017340841,"Nannobrachium1",0.691962736048982,"2Nannobrachium1",-0.690179222321659,"Southern California Current",NA
2005,0.418,"2",-0.464178828,"Nannobrachium1",1.05173047040099,"2Nannobrachium1",0.0902454758173211,"Southern California Current",NA
2006,0.225,"2",-1.140552009,"Nannobrachium1",0.707914585556128,"2Nannobrachium1",-0.655575737496107,"Southern California Current",NA
2007,0.005,"2",-0.758874825,"Nannobrachium1",0.77105707534515,"2Nannobrachium1",-0.518604147694988,"Southern California Current",NA
2008,-0.453,"2",0.200113124,"Nannobrachium1",0.530811226388163,"2Nannobrachium1",-1.03975648084988,"Southern California Current",NA
2009,-1.08,"2",0.863074104,"Nannobrachium1",1.05232717436566,"2Nannobrachium1",0.0915398734718096,"Southern California Current",NA
2010,-0.489,"2",1.205527493,"Nannobrachium1",0.465363476669101,"2Nannobrachium1",-1.18172874640163,"Southern California Current",NA
2011,-0.27,"2",1.151701801,"Nannobrachium1",0.691938705651685,"2Nannobrachium1",-0.690231350163502,"Southern California Current",NA
2012,-1.187,"2",0.715919051,"Nannobrachium1",0.357696539713422,"2Nannobrachium1",-1.41528481258007,"Southern California Current",NA
2013,-0.966,"2",0.899579929,"Nannobrachium1",0.920662219663866,"2Nannobrachium1",-0.194073795340668,"Southern California Current",NA
1952,-1.278,"1",-0.754469305,"Sardinops.sagax",0.0412836176310148,"1Sardinops.sagax",-0.830400604939053,"Southern California Current",NA
1953,-0.754,"1",-0.189423214,"Sardinops.sagax",0,"1Sardinops.sagax",-0.863636578157781,"Southern California Current",NA
1954,-0.589,"1",0.923654354,"Sardinops.sagax",0.143299178232644,"1Sardinops.sagax",-0.748271503018924,"Southern California Current",NA
1955,-0.577,"1",0.641823889,"Sardinops.sagax",0.170074795868866,"1Sardinops.sagax",-0.726715404940837,"Southern California Current",NA
1956,-1.597,"1",0.00270620269999999,"Sardinops.sagax",0,"1Sardinops.sagax",-0.863636578157781,"Southern California Current",NA
1957,-1.947,"1",-0.6155909853,"Sardinops.sagax",0.399645487899474,"1Sardinops.sagax",-0.541896200375731,"Southern California Current",NA
1958,-0.561,"1",-0.857569587,"Sardinops.sagax",0.271232165609723,"1Sardinops.sagax",-0.645277201980196,"Southern California Current",NA
1959,0.024,"1",-0.505221752,"Sardinops.sagax",0.370377168676211,"1Sardinops.sagax",-0.565459083903912,"Southern California Current",NA
1960,0.177,"1",0.103336818,"Sardinops.sagax",0.108043055130118,"1Sardinops.sagax",-0.776654954626891,"Southern California Current",NA
1961,0.342,"1",0.93745374,"Sardinops.sagax",0.186046613416437,"1Sardinops.sagax",-0.713857062316651,"Southern California Current",NA
1962,-0.676,"1",0.633675885,"Sardinops.sagax",0.0790417587774355,"1Sardinops.sagax",-0.800002867532712,"Southern California Current",NA
1963,-1.076,"1",-0.12433509,"Sardinops.sagax",0.0672265324805048,"1Sardinops.sagax",-0.809514886277963,"Southern California Current",NA
1964,-0.659,"1",0.164053783,"Sardinops.sagax",0,"1Sardinops.sagax",-0.863636578157781,"Southern California Current",NA
1965,-0.891,"1",-0.00752991079999993,"Sardinops.sagax",0,"1Sardinops.sagax",-0.863636578157781,"Southern California Current",NA
1966,-0.735,"1",-0.7142963098,"Sardinops.sagax",0,"1Sardinops.sagax",-0.863636578157781,"Southern California Current",NA
1969,-0.653,"1",-0.796891715,"Sardinops.sagax",0,"1Sardinops.sagax",-0.863636578157781,"Southern California Current",NA
1975,-0.809,"1",0.1908359156,"Sardinops.sagax",0,"1Sardinops.sagax",-0.863636578157781,"Southern California Current",NA
1978,0.767,"1",1.32380542,"Sardinops.sagax",0,"1Sardinops.sagax",-0.863636578157781,"Southern California Current",NA
1981,0.567,"1",-0.823966005,"Sardinops.sagax",0,"1Sardinops.sagax",-0.863636578157781,"Southern California Current",NA
1983,0.602,"1",-0.000825666000000225,"Sardinops.sagax",0,"1Sardinops.sagax",-0.863636578157781,"Southern California Current",NA
1984,1.101,"1",0.119633917,"Sardinops.sagax",0,"1Sardinops.sagax",-0.863636578157781,"Southern California Current",NA
1985,1.15,"1",0.2393402039,"Sardinops.sagax",0,"1Sardinops.sagax",-0.863636578157781,"Southern California Current",NA
1986,0.885,"1",-0.4553155771,"Sardinops.sagax",0.445833919563422,"1Sardinops.sagax",-0.504711535709989,"Southern California Current",NA
1987,1.381,"1",-0.537648356,"Sardinops.sagax",0.0520885964365518,"1Sardinops.sagax",-0.821701900542083,"Southern California Current",NA
1988,1.56,"1",0.486616328,"Sardinops.sagax",0.694119275370942,"1Sardinops.sagax",-0.304825820509932,"Southern California Current",NA
1989,0.308,"2",0.898568807,"Sardinops.sagax",0.814198090048394,"2Sardinops.sagax",-0.208154634752263,"Southern California Current",NA
1990,-0.553,"2",0.506979064,"Sardinops.sagax",0.212534057381418,"2Sardinops.sagax",-0.692532962618777,"Southern California Current",NA
1991,-1.015,"2",-0.395936969,"Sardinops.sagax",1.84836886203841,"2Sardinops.sagax",0.62441949643602,"Southern California Current",NA
1992,-0.633,"2",-0.52970458,"Sardinops.sagax",0.55696993138558,"2Sardinops.sagax",-0.415239882678726,"Southern California Current",NA
1993,0.4,"2",-1.101862623,"Sardinops.sagax",1.1837993463881,"2Sardinops.sagax",0.089398200057595,"Southern California Current",NA
1994,0.737,"2",-2.0536766,"Sardinops.sagax",1.99014546052065,"2Sardinops.sagax",0.738558796734598,"Southern California Current",NA
1995,0.188,"2",-1.750743963,"Sardinops.sagax",2.29854953731697,"2Sardinops.sagax",0.986843957414133,"Southern California Current",NA
1996,-0.08,"2",-0.972205973,"Sardinops.sagax",2.68975271437638,"2Sardinops.sagax",1.30178773080234,"Southern California Current",NA
1997,0.345,"2",-0.872874358,"Sardinops.sagax",3.92256431228694,"2Sardinops.sagax",2.29428053068504,"Southern California Current",NA
1998,0.741,"2",-0.207043223,"Sardinops.sagax",3.4410628386426,"2Sardinops.sagax",1.90664080817199,"Southern California Current",NA
1999,0.392,"2",1.060346525,"Sardinops.sagax",3.29771396452847,"2Sardinops.sagax",1.79123572464528,"Southern California Current",NA
2000,-0.849,"2",1.48981569,"Sardinops.sagax",2.41287151113485,"2Sardinops.sagax",1.07888051521009,"Southern California Current",NA
2001,-0.489,"2",2.04370374,"Sardinops.sagax",2.90541840117357,"2Sardinops.sagax",1.47541250987706,"Southern California Current",NA
2002,-0.166,"2",2.21101428,"Sardinops.sagax",2.72693986663088,"2Sardinops.sagax",1.33172578534635,"Southern California Current",NA
2003,0.597,"2",1.847202098,"Sardinops.sagax",2.99063812881116,"2Sardinops.sagax",1.54401988364903,"Southern California Current",NA
2004,1.133,"2",1.017340841,"Sardinops.sagax",0.786674636945869,"2Sardinops.sagax",-0.230312788584092,"Southern California Current",NA
2005,0.418,"2",-0.464178828,"Sardinops.sagax",3.58501625083898,"2Sardinops.sagax",2.02253258382174,"Southern California Current",NA
2006,0.225,"2",-1.140552009,"Sardinops.sagax",2.06704340232255,"2Sardinops.sagax",0.800466596509955,"Southern California Current",NA
2007,0.005,"2",-0.758874825,"Sardinops.sagax",2.73081634631523,"2Sardinops.sagax",1.33484660135922,"Southern California Current",NA
2008,-0.453,"2",0.200113124,"Sardinops.sagax",2.18174009524887,"2Sardinops.sagax",0.892804827341547,"Southern California Current",NA
2009,-1.08,"2",0.863074104,"Sardinops.sagax",2.32593368348841,"2Sardinops.sagax",1.00888996018711,"Southern California Current",NA
2010,-0.489,"2",1.205527493,"Sardinops.sagax",0.778081927257451,"2Sardinops.sagax",-0.237230473745143,"Southern California Current",NA
2011,-0.27,"2",1.151701801,"Sardinops.sagax",2.10951743636964,"2Sardinops.sagax",0.834660931674514,"Southern California Current",NA
2012,-1.187,"2",0.715919051,"Sardinops.sagax",0.0529534945259575,"2Sardinops.sagax",-0.821005601831215,"Southern California Current",NA
2013,-0.966,"2",0.899579929,"Sardinops.sagax",0.700112198448969,"2Sardinops.sagax",-0.300001131145171,"Southern California Current",NA
1952,-1.278,"1",-0.754469305,"Sebastes.jordani",1.27630405784303,"1Sebastes.jordani",1.98117812360831,"Southern California Current",NA
1953,-0.754,"1",-0.189423214,"Sebastes.jordani",0.876449583195496,"1Sebastes.jordani",0.901632563456122,"Southern California Current",NA
1954,-0.589,"1",0.923654354,"Sebastes.jordani",0.980107474737391,"1Sebastes.jordani",1.18149292187135,"Southern California Current",NA
1955,-0.577,"1",0.641823889,"Sebastes.jordani",1.17238448688802,"1Sebastes.jordani",1.70061127103953,"Southern California Current",NA
1956,-1.597,"1",0.00270620269999999,"Sebastes.jordani",0.614277889190028,"1Sebastes.jordani",0.193809327238335,"Southern California Current",NA
1957,-1.947,"1",-0.6155909853,"Sebastes.jordani",1.41796853692788,"1Sebastes.jordani",2.36365042071623,"Southern California Current",NA
1958,-0.561,"1",-0.857569587,"Sebastes.jordani",0.370593121089264,"1Sebastes.jordani",-0.464102053425309,"Southern California Current",NA
1959,0.024,"1",-0.505221752,"Sebastes.jordani",0.310961855406916,"1Sebastes.jordani",-0.625097295932922,"Southern California Current",NA
1960,0.177,"1",0.103336818,"Sebastes.jordani",0.874873341863154,"1Sebastes.jordani",0.897376954378449,"Southern California Current",NA
1961,0.342,"1",0.93745374,"Sebastes.jordani",0.46322364174347,"1Sebastes.jordani",-0.214013899741444,"Southern California Current",NA
1962,-0.676,"1",0.633675885,"Sebastes.jordani",0.886963276334176,"1Sebastes.jordani",0.930017917299341,"Southern California Current",NA
1963,-1.076,"1",-0.12433509,"Sebastes.jordani",0.852104724175831,"1Sebastes.jordani",0.835905189790048,"Southern California Current",NA
1964,-0.659,"1",0.164053783,"Sebastes.jordani",0.320065309123178,"1Sebastes.jordani",-0.600519371551547,"Southern California Current",NA
1965,-0.891,"1",-0.00752991079999993,"Sebastes.jordani",0.355644592856035,"1Sebastes.jordani",-0.504460779682448,"Southern California Current",NA
1966,-0.735,"1",-0.7142963098,"Sebastes.jordani",1.02467990976496,"1Sebastes.jordani",1.30183163855471,"Southern California Current",NA
1969,-0.653,"1",-0.796891715,"Sebastes.jordani",0.774551934406117,"1Sebastes.jordani",0.626524589642681,"Southern California Current",NA
1975,-0.809,"1",0.1908359156,"Sebastes.jordani",0,"1Sebastes.jordani",-1.46464646110641,"Southern California Current",NA
1978,0.767,"1",1.32380542,"Sebastes.jordani",0.748629619295912,"1Sebastes.jordani",0.556538327238702,"Southern California Current",NA
1981,0.567,"1",-0.823966005,"Sebastes.jordani",0.475269962977714,"1Sebastes.jordani",-0.181490685849544,"Southern California Current",NA
1983,0.602,"1",-0.000825666000000225,"Sebastes.jordani",0.0958923272586363,"1Sebastes.jordani",-1.20575193145041,"Southern California Current",NA
1984,1.101,"1",0.119633917,"Sebastes.jordani",0.129605583694701,"1Sebastes.jordani",-1.11473132617669,"Southern California Current",NA
1985,1.15,"1",0.2393402039,"Sebastes.jordani",0.0588704352587111,"1Sebastes.jordani",-1.30570534368166,"Southern California Current",NA
1986,0.885,"1",-0.4553155771,"Sebastes.jordani",0,"1Sebastes.jordani",-1.46464646110641,"Southern California Current",NA
1987,1.381,"1",-0.537648356,"Sebastes.jordani",0.052196316579054,"1Sebastes.jordani",-1.32372443724039,"Southern California Current",NA
1988,1.56,"1",0.486616328,"Sebastes.jordani",0.056787769392995,"1Sebastes.jordani",-1.31132822108123,"Southern California Current",NA
1989,0.308,"2",0.898568807,"Sebastes.jordani",0.422015898548503,"2Sebastes.jordani",-0.32526846616647,"Southern California Current",NA
1990,-0.553,"2",0.506979064,"Sebastes.jordani",1.38178076447183,"2Sebastes.jordani",2.26594900291626,"Southern California Current",NA
1991,-1.015,"2",-0.395936969,"Sebastes.jordani",1.20916559596156,"2Sebastes.jordani",1.79991460641627,"Southern California Current",NA
1992,-0.633,"2",-0.52970458,"Sebastes.jordani",0.586961485170006,"2Sebastes.jordani",0.120059239271625,"Southern California Current",NA
1993,0.4,"2",-1.101862623,"Sebastes.jordani",0.74871575620106,"2Sebastes.jordani",0.556770883629623,"Southern California Current",NA
1994,0.737,"2",-2.0536766,"Sebastes.jordani",0.390431698331172,"2Sebastes.jordani",-0.410540947225068,"Southern California Current",NA
1995,0.188,"2",-1.750743963,"Sebastes.jordani",0.514529388669844,"2Sebastes.jordani",-0.0754962769150855,"Southern California Current",NA
1996,-0.08,"2",-0.972205973,"Sebastes.jordani",0.955796723636884,"2Sebastes.jordani",1.11585763433917,"Southern California Current",NA
1997,0.345,"2",-0.872874358,"Sebastes.jordani",0.35415783505609,"2Sebastes.jordani",-0.508474796990537,"Southern California Current",NA
1998,0.741,"2",-0.207043223,"Sebastes.jordani",0.432804329609827,"2Sebastes.jordani",-0.296141362203143,"Southern California Current",NA
1999,0.392,"2",1.060346525,"Sebastes.jordani",0.125072296670692,"2Sebastes.jordani",-1.12697050365239,"Southern California Current",NA
2000,-0.849,"2",1.48981569,"Sebastes.jordani",0.577895329968604,"2Sebastes.jordani",0.0955820151416429,"Southern California Current",NA
2001,-0.489,"2",2.04370374,"Sebastes.jordani",0.331700212250149,"2Sebastes.jordani",-0.569106923248714,"Southern California Current",NA
2002,-0.166,"2",2.21101428,"Sebastes.jordani",0.312758385270904,"2Sebastes.jordani",-0.620246941713281,"Southern California Current",NA
2003,0.597,"2",1.847202098,"Sebastes.jordani",0.627349181953747,"2Sebastes.jordani",0.229099806558245,"Southern California Current",NA
2004,1.133,"2",1.017340841,"Sebastes.jordani",0.35218200881819,"2Sebastes.jordani",-0.513809223833296,"Southern California Current",NA
2005,0.418,"2",-0.464178828,"Sebastes.jordani",0.452326879225379,"2Sebastes.jordani",-0.243433481970222,"Southern California Current",NA
2006,0.225,"2",-1.140552009,"Sebastes.jordani",0.571205364485954,"2Sebastes.jordani",0.0775201376530081,"Southern California Current",NA
2007,0.005,"2",-0.758874825,"Sebastes.jordani",0.290336842358032,"2Sebastes.jordani",-0.680781657811405,"Southern California Current",NA
2008,-0.453,"2",0.200113124,"Sebastes.jordani",0.46696752985861,"2Sebastes.jordani",-0.203905977863194,"Southern California Current",NA
2009,-1.08,"2",0.863074104,"Sebastes.jordani",0.671740040821251,"2Sebastes.jordani",0.348948295546642,"Southern California Current",NA
2010,-0.489,"2",1.205527493,"Sebastes.jordani",0.153479308420367,"2Sebastes.jordani",-1.05027594261594,"Southern California Current",NA
2011,-0.27,"2",1.151701801,"Sebastes.jordani",0.474918257134651,"2Sebastes.jordani",-0.18244023751254,"Southern California Current",NA
2012,-1.187,"2",0.715919051,"Sebastes.jordani",0.410024588660798,"2Sebastes.jordani",-0.357643157886732,"Southern California Current",NA
2013,-0.966,"2",0.899579929,"Sebastes.jordani",0.121906858132861,"2Sebastes.jordani",-1.13551670067185,"Southern California Current",NA
